player_id,name,school,position,class_year_ordinal,games_played,pass_attempts,pass_completions,pass_yards,pass_tds,pass_ints_thrown,pass_completion_pct,qbr,rush_attempts,rush_yards,rush_tds,receptions,targets,receiving_yards,receiving_tds,yards_per_reception,longest_reception,blocking_snaps,total_tackles,solo_tackles,tfl,sacks,qb_hurries,def_ints,pass_breakups,forced_fumbles,fumble_recoveries,defensive_tds,team_win_pct,team_strength_of_schedule,school_athletic_revenue_usd,social_followers_total,nil_value_usd
3116099,Monte Harrison,Arkansas,WR,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,145000000.0,,
4430883,Stephen Dix Jr.,Arkansas,MLB,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,29.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,145000000.0,,
4431325,Taylen Green,Arkansas,QB,4,0,326.0,198.0,2714.0,19.0,11.0,0.607,0.0,138.0,779.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,145000000.0,,600000.0
4431570,Xavian Sorey Jr.,Arkansas,MLB,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,36.0,7.5,2.5,3.0,0.0,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,145000000.0,,500000.0
4596541,Jordan Young,Arkansas,S,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,17.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.16666666666666666,0.0,145000000.0,,
4682749,Kani Walker,Arkansas,S,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,33.0,3.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.16666666666666666,0.0,145000000.0,,
4684173,O'Mega Blake,Arkansas,WR,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,760.0,5.0,13.3,36.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,145000000.0,,
4684543,Julian Neal,Arkansas,S,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,32.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.16666666666666666,0.0,145000000.0,,
4685525,Jaheim Singletary,Arkansas,S,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.16666666666666666,0.0,145000000.0,,
4696076,Shakur Smalls,Arkansas,S,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,11.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.16666666666666666,0.0,145000000.0,,
4698435,Trent Whalen,Arkansas,MLB,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,145000000.0,,
